R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country_code,Winner,title_bout,weight_class,gender,no_of_rounds,B_losses,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_losses,R_wins,R_age,B_age,total_fight_time_secs,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,City,State
Jeremy Stephens,Mateusz Gamrot,220,-275,220.0,36.36363636,2021-07-17,"Las Vegas, Nevada, USA",US,Blue,False,LW,MALE,3,1,1,Southpaw,177.8,177.8,155,17,15,35,30,65.0,Orthodox,175.26,180.34,145,Las Vegas,Nevada
Rodolfo Vieira,Dustin Stoltzfus,-210,175,47.61904762,175.0,2021-07-17,"Las Vegas, Nevada, USA",US,Red,False,MW,MALE,3,1,1,Orthodox,182.88,190.5,185,1,2,31,29,714.0,Orthodox,182.88,185.42,185,Las Vegas,Nevada
Gabriel Benitez,Billy Quarantillo,-150,130,66.66666667,130.0,2021-07-17,"Las Vegas, Nevada, USA",US,Blue,False,FW,MALE,3,1,4,Orthodox,177.8,177.8,145,4,6,33,32,820.0,Southpaw,172.72,180.34,155,Las Vegas,Nevada
Daniel Rodriguez,Preston Parsons,-300,235,33.33333333,235.0,2021-07-17,"Las Vegas, Nevada, USA",US,Red,False,WW,MALE,3,0,0,Orthodox,180.34,180.34,170,1,5,34,26,227.0,Southpaw,185.42,187.96,170,Las Vegas,Nevada
Amanda Lemos,Montserrat Conejo,-600,435,16.66666667,435.0,2021-07-17,"Las Vegas, Nevada, USA",US,Red,False,WSW,FEMALE,3,0,1,Southpaw,152.4,154.94,115,1,3,34,28,35.0,Southpaw,162.56,165.1,115,Las Vegas,Nevada
Khalid Taha,Sergey Morozov,-140,120,71.42857143,120.0,2021-07-17,"Las Vegas, Nevada, USA",US,Blue,False,BW,MALE,3,1,0,Orthodox,167.64,170.18,135,2,1,29,32,900.0,Orthodox,165.1,175.26,135,Las Vegas,Nevada
Francisco Figueiredo,Malcolm Gordon,-310,245,32.25806452,245.0,2021-07-17,"Las Vegas, Nevada, USA",US,Blue,False,FLY,MALE,3,2,0,Switch,170.18,180.34,125,0,1,31,31,900.0,Southpaw,167.64,172.72,135,Las Vegas,Nevada
Alan Baudot,Rodrigo Nascimento,310,-410,310.0,24.3902439,2021-07-17,"Las Vegas, Nevada, USA",US,Blue,False,HW,MALE,3,1,2,Orthodox,187.96,203.2,246,1,0,33,28,389.0,Orthodox,190.5,200.66,243,Las Vegas,Nevada
Dustin Poirier,Conor McGregor,-129,100,77.51937984,100.0,2021-07-10,"Las Vegas, Nevada, USA",US,Red,False,LW,MALE,5,3,10,Southpaw,175.26,187.96,155,6,20,32,32,300.0,Southpaw,175.26,182.88,155,Las Vegas,Nevada
Gilbert Burns,Stephen Thompson,130,-162,130.0,61.72839506,2021-07-10,"Las Vegas, Nevada, USA",US,Red,False,WW,MALE,3,4,11,Orthodox,182.88,190.5,170,4,12,34,38,900.0,Orthodox,177.8,180.34,170,Las Vegas,Nevada
Tai Tuivasa,Greg Hardy,-130,105,76.92307692,105.0,2021-07-10,"Las Vegas, Nevada, USA",US,Red,False,HW,MALE,3,3,6,Orthodox,195.58,203.2,265,3,5,28,32,67.0,Southpaw,187.96,190.5,264,Las Vegas,Nevada
Irene Aldana,Yana Kunitskaya,-107,-115,93.45794393,86.95652174,2021-07-10,"Las Vegas, Nevada, USA",US,Red,False,WBW,FEMALE,3,2,4,Orthodox,167.64,172.72,135,4,5,33,31,275.0,Orthodox,175.26,172.72,135,Las Vegas,Nevada
Sean O'Malley,Kris Moutinho,-1000,580,10.0,580.0,2021-07-10,"Las Vegas, Nevada, USA",US,Red,False,BW,MALE,3,0,0,Southpaw,170.18,172.72,135,1,6,26,28,873.0,Switch,180.34,182.88,135,Las Vegas,Nevada
Carlos Condit,Max Griffin,150,-190,150.0,52.63157895,2021-07-10,"Las Vegas, Nevada, USA",US,Blue,False,WW,MALE,3,6,5,Orthodox,180.34,193.04,170,10,14,37,35,900.0,Orthodox,187.96,190.5,170,Las Vegas,Nevada
Niko Price,Michel Pereira,150,-186,150.0,53.76344086,2021-07-10,"Las Vegas, Nevada, USA",US,Blue,False,WW,MALE,3,2,3,Orthodox,185.42,185.42,170,4,6,31,27,900.0,Orthodox,182.88,193.04,170,Las Vegas,Nevada
Ryan Hall,Ilia Topuria,185,-235,185.0,42.55319149,2021-07-10,"Las Vegas, Nevada, USA",US,Blue,False,FW,MALE,3,0,2,Orthodox,170.18,175.26,145,0,4,36,24,287.0,Southpaw,177.8,177.8,145,Las Vegas,Nevada
Trevin Giles,Dricus Du Plessis,-106,-118,94.33962264,84.74576271,2021-07-10,"Las Vegas, Nevada, USA",US,Blue,False,MW,MALE,3,0,1,Switch,185.42,193.04,185,2,5,28,27,401.0,Orthodox,182.88,187.96,185,Las Vegas,Nevada
Jennifer Maia,Jessica Eye,-200,162,50.0,162.0,2021-07-10,"Las Vegas, Nevada, USA",US,Red,False,WFLY,FEMALE,3,8,5,Orthodox,167.64,167.64,125,3,3,32,34,900.0,Orthodox,162.56,162.56,125,Las Vegas,Nevada
Omari Akhmedov,Brad Tavares,130,-162,130.0,61.72839506,2021-07-10,"Las Vegas, Nevada, USA",US,Blue,False,MW,MALE,3,6,13,Orthodox,185.42,187.96,185,4,9,33,33,900.0,Orthodox,182.88,185.42,185,Las Vegas,Nevada
Zhalgas Zhumagulov,Jerome Rivera,-315,240,31.74603175,240.0,2021-07-10,"Las Vegas, Nevada, USA",US,Red,False,FLY,MALE,3,3,1,Southpaw,177.8,182.88,125,2,0,32,26,122.0,Switch,162.56,167.64,125,Las Vegas,Nevada
Ciryl Gane,Alexander Volkov,-155,125,64.51612903,125.0,2021-06-26,"Las Vegas, Nevada, USA",US,Red,False,HW,MALE,5,2,7,Orthodox,200.66,203.2,250,0,5,31,32,1500.0,Orthodox,193.04,205.74,245,Las Vegas,Nevada
Tanner Boser,Ovince Saint Preux,-195,153,51.28205128,153.0,2021-06-26,"Las Vegas, Nevada, USA",US,Red,False,HW,MALE,3,11,19,Southpaw,190.5,203.2,205,3,3,29,38,451.0,Orthodox,187.96,190.5,255,Las Vegas,Nevada
Raoni Barcelos,Timur Valiev,-230,180,43.47826087,180.0,2021-06-26,"Las Vegas, Nevada, USA",US,Blue,False,BW,MALE,3,0,1,Orthodox,167.64,170.18,135,0,5,34,31,900.0,Orthodox,170.18,170.18,135,Las Vegas,Nevada
Tim Means,Nicolas Dalby,-143,113,69.93006993,113.0,2021-06-26,"Las Vegas, Nevada, USA",US,Red,False,WW,MALE,3,2,3,Orthodox,180.34,187.96,170,9,13,37,36,900.0,Orthodox,187.96,190.5,170,Las Vegas,Nevada
Renato Moicano,Jai Herbert,-250,195,40.0,195.0,2021-06-26,"Las Vegas, Nevada, USA",US,Red,False,LW,MALE,3,1,0,Orthodox,185.42,195.58,155,4,6,32,33,574.0,Orthodox,180.34,182.88,155,Las Vegas,Nevada
Kennedy Nzechukwu,Danilo Marques,-136,110,73.52941176,110.0,2021-06-26,"Las Vegas, Nevada, USA",US,Red,False,LHW,MALE,3,0,2,Orthodox,198.12,195.58,205,1,4,29,35,620.0,Southpaw,195.58,210.82,205,Las Vegas,Nevada
Shavkat Rakhmonov,Michel Prazeres,-305,235,32.78688525,235.0,2021-06-26,"Las Vegas, Nevada, USA",US,Red,False,WW,MALE,3,3,10,Orthodox,167.64,170.18,170,0,1,26,39,430.0,Orthodox,185.42,195.58,170,Las Vegas,Nevada
Warlley Alves,Jeremiah Wells,-240,187,41.66666667,187.0,2021-06-26,"Las Vegas, Nevada, USA",US,Blue,False,WW,MALE,3,0,0,Switch,175.26,187.96,170,4,8,30,34,330.0,Orthodox,180.34,182.88,170,Las Vegas,Nevada
Marcin Prachnio,Ike Villanueva,-225,180,44.44444444,180.0,2021-06-26,"Las Vegas, Nevada, USA",US,Red,False,LHW,MALE,3,2,1,Orthodox,185.42,185.42,205,3,1,32,37,356.0,Orthodox,190.5,187.96,205,Las Vegas,Nevada
Julia Avila,Julija Stoliarenko,-375,275,26.66666667,275.0,2021-06-26,"Las Vegas, Nevada, USA",US,Red,False,WBW,FEMALE,3,2,0,Orthodox,170.18,167.64,135,1,2,33,28,859.0,Orthodox,170.18,172.72,135,Las Vegas,Nevada
Charles Rosa,Justin Jaynes,-177,140,56.49717514,140.0,2021-06-26,"Las Vegas, Nevada, USA",US,Red,False,FW,MALE,3,3,1,Orthodox,170.18,172.72,145,5,4,34,31,900.0,Switch,175.26,175.26,145,Las Vegas,Nevada
Yancy Medeiros,Damir Hadzovic,120,-150,120.0,66.66666667,2021-06-26,"Las Vegas, Nevada, USA",US,Blue,False,LW,MALE,3,4,3,Orthodox,175.26,177.8,155,7,8,33,34,900.0,Orthodox,177.8,190.5,155,Las Vegas,Nevada
Chan Sung Jung,Dan Ige,130,-162,130.0,61.72839506,2021-06-19,"Las Vegas, Nevada, USA",US,Red,False,FW,MALE,5,2,8,Orthodox,170.18,180.34,145,5,6,34,29,1500.0,Orthodox,170.18,182.88,145,Las Vegas,Nevada
Aleksei Oleinik,Serghei Spivac,200,-265,200.0,37.73584906,2021-06-19,"Las Vegas, Nevada, USA",US,Blue,False,HW,MALE,3,2,3,Orthodox,190.5,198.12,260,6,8,43,26,900.0,Orthodox,187.96,203.2,240,Las Vegas,Nevada
Marlon Vera,Davey Grant,-230,180,43.47826087,180.0,2021-06-19,"Las Vegas, Nevada, USA",US,Red,False,BW,MALE,3,3,4,Orthodox,172.72,175.26,135,6,10,28,35,900.0,Switch,172.72,177.8,135,Las Vegas,Nevada
Julian Erosa,SeungWoo Choi,120,-150,120.0,66.66666667,2021-06-19,"Las Vegas, Nevada, USA",US,Blue,False,FW,MALE,3,2,2,Orthodox,182.88,187.96,145,4,4,31,28,97.0,Southpaw,185.42,187.96,145,Las Vegas,Nevada
Wellington Turman,Bruno Silva,100,-125,100.0,80.0,2021-06-19,"Las Vegas, Nevada, USA",US,Blue,False,MW,MALE,3,0,0,Orthodox,182.88,187.96,185,2,1,24,31,285.0,Orthodox,182.88,182.88,185,Las Vegas,Nevada
Matt Brown,Dhiego Lima,145,-186,145.0,53.76344086,2021-06-19,"Las Vegas, Nevada, USA",US,Red,False,WW,MALE,3,6,4,Orthodox,187.96,190.5,170,12,15,40,32,482.0,Orthodox,182.88,190.5,170,Las Vegas,Nevada
Aleksa Camur,Nicolae Negumereanu,-265,200,37.73584906,200.0,2021-06-19,"Las Vegas, Nevada, USA",US,Blue,False,LHW,MALE,3,1,0,Orthodox,182.88,198.12,205,1,2,25,26,900.0,Orthodox,185.42,187.96,205,Las Vegas,Nevada
Kanako Murata,Virna Jandiroba,112,-139,112.0,71.94244604,2021-06-19,"Las Vegas, Nevada, USA",US,Blue,False,WSW,FEMALE,3,2,2,Orthodox,160.02,162.56,115,0,1,27,33,600.0,Orthodox,154.94,157.48,115,Las Vegas,Nevada
Khaos Williams,Matthew Semelsberger,-162,130,61.72839506,130.0,2021-06-19,"Las Vegas, Nevada, USA",US,Red,False,WW,MALE,3,0,2,Switch,185.42,190.5,170,1,2,27,28,900.0,Orthodox,182.88,195.58,170,Las Vegas,Nevada
Josh Parisian,Roque Martinez,-155,120,64.51612903,120.0,2021-06-19,"Las Vegas, Nevada, USA",US,Red,False,HW,MALE,3,2,0,Orthodox,177.8,182.88,250,1,2,31,35,900.0,Orthodox,193.04,200.66,265,Las Vegas,Nevada
Joaquim Silva,Ricky Glenn,-134,105,74.62686567,105.0,2021-06-19,"Las Vegas, Nevada, USA",US,Blue,False,LW,MALE,3,3,3,Southpaw,182.88,177.8,145,2,4,32,32,37.0,Southpaw,172.72,175.26,155,Las Vegas,Nevada
Casey O'Neill,Lara Procopio,135,-167,135.0,59.88023952,2021-06-19,"Las Vegas, Nevada, USA",US,Red,False,WFLY,FEMALE,3,1,1,Orthodox,162.56,170.18,125,0,1,23,25,774.0,Orthodox,167.64,175.26,125,Las Vegas,Nevada
Israel Adesanya,Marvin Vettori,-235,185,42.55319149,185.0,2021-06-12,"Glendale, Arizona, USA",US,Red,True,MW,MALE,5,2,7,Southpaw,182.88,187.96,185,1,9,31,27,1500.0,Switch,193.04,203.2,185,Glendale,Arizona
Deiveson Figueiredo,Brandon Moreno,-195,150,51.28205128,150.0,2021-06-12,"Glendale, Arizona, USA",US,Blue,True,FLY,MALE,5,2,6,Orthodox,170.18,177.8,125,1,9,33,27,746.0,Orthodox,165.1,172.72,125,Glendale,Arizona
Leon Edwards,Nate Diaz,-500,355,20.0,355.0,2021-06-12,"Glendale, Arizona, USA",US,Red,False,WW,MALE,3,11,19,Southpaw,182.88,193.04,170,2,10,29,36,1500.0,Southpaw,187.96,187.96,170,Glendale,Arizona
Demian Maia,Belal Muhammad,170,-220,170.0,45.45454545,2021-06-12,"Glendale, Arizona, USA",US,Blue,False,WW,MALE,3,3,9,Orthodox,180.34,182.88,170,10,22,43,32,900.0,Southpaw,185.42,182.88,170,Glendale,Arizona
Paul Craig,Jamahal Hill,210,-275,210.0,36.36363636,2021-06-12,"Glendale, Arizona, USA",US,Red,False,LHW,MALE,3,0,3,Southpaw,193.04,200.66,205,4,6,33,30,119.0,Orthodox,190.5,193.04,205,Glendale,Arizona
Drew Dober,Brad Riddell,-152,120,65.78947368,120.0,2021-06-12,"Glendale, Arizona, USA",US,Blue,False,LW,MALE,3,0,3,Orthodox,170.18,180.34,155,6,10,32,29,900.0,Southpaw,172.72,177.8,155,Glendale,Arizona
Eryk Anders,Darren Stewart,-150,120,66.66666667,120.0,2021-06-12,"Glendale, Arizona, USA",US,Red,False,LHW,MALE,3,5,5,Orthodox,182.88,187.96,185,5,5,34,30,900.0,Southpaw,185.42,190.5,185,Glendale,Arizona
Lauren Murphy,Joanne Calderwood,117,-148,117.0,67.56756757,2021-06-12,"Glendale, Arizona, USA",US,Red,False,WFLY,FEMALE,3,5,7,Orthodox,167.64,165.1,125,4,6,37,35,900.0,Orthodox,165.1,170.18,125,Glendale,Arizona
Movsar Evloev,Hakeem Dawodu,-240,188,41.66666667,188.0,2021-06-12,"Glendale, Arizona, USA",US,Red,False,FW,MALE,3,1,5,Orthodox,172.72,185.42,145,0,4,27,29,900.0,Orthodox,170.18,182.88,145,Glendale,Arizona
Pannie Kianzad,Alexis Davis,-240,187,41.66666667,187.0,2021-06-12,"Glendale, Arizona, USA",US,Red,False,WBW,FEMALE,3,6,9,Orthodox,167.64,172.72,135,2,3,29,36,900.0,Orthodox,170.18,167.64,135,Glendale,Arizona
Matt Frevola,Terrance McKinney,-210,160,47.61904762,160.0,2021-06-12,"Glendale, Arizona, USA",US,Blue,False,LW,MALE,3,1,0,Switch,177.8,185.42,155,2,3,31,26,7.0,Orthodox,175.26,180.34,155,Glendale,Arizona
Chase Hooper,Steven Peterson,-108,-114,92.59259259,87.71929825,2021-06-12,"Glendale, Arizona, USA",US,Blue,False,FW,MALE,3,4,2,Orthodox,177.8,177.8,145,1,3,21,31,900.0,Southpaw,185.42,187.96,145,Glendale,Arizona
Fares Ziam,Luigi Vendramini,-125,102,80.0,102.0,2021-06-12,"Glendale, Arizona, USA",US,Red,False,LW,MALE,3,1,1,Orthodox,172.72,185.42,170,1,1,24,25,900.0,Orthodox,185.42,190.5,155,Glendale,Arizona
Carlos Felipe,Jake Collier,-165,130,60.60606061,130.0,2021-06-12,"Glendale, Arizona, USA",US,Red,False,HW,MALE,3,4,4,Orthodox,190.5,198.12,230,1,2,26,32,900.0,Orthodox,182.88,190.5,245,Glendale,Arizona
Jairzinho Rozenstruik,Augusto Sakai,-118,-106,84.74576271,94.33962264,2021-06-05,"Las Vegas, Nevada, USA",US,Red,False,HW,MALE,5,1,5,Orthodox,190.5,195.58,265,2,5,33,30,299.0,Orthodox,187.96,198.12,242,Las Vegas,Nevada
Walt Harris,Marcin Tybura,140,-177,140.0,56.49717514,2021-06-05,"Las Vegas, Nevada, USA",US,Blue,False,HW,MALE,3,5,8,Orthodox,190.5,198.12,249,8,6,37,35,246.0,Southpaw,195.58,195.58,250,Las Vegas,Nevada
Roman Dolidze,Laureano Staropoli,-150,120,66.66666667,120.0,2021-06-05,"Las Vegas, Nevada, USA",US,Red,False,MW,MALE,3,2,2,Orthodox,185.42,180.34,185,1,2,32,28,900.0,Orthodox,187.96,193.04,205,Las Vegas,Nevada
Santiago Ponzinibbio,Miguel Baeza,105,-134,105.0,74.62686567,2021-06-05,"Las Vegas, Nevada, USA",US,Red,False,WW,MALE,3,0,4,Orthodox,187.96,187.96,170,3,9,34,28,900.0,Orthodox,182.88,185.42,170,Las Vegas,Nevada
Dusko Todorovic,Gregory Rodrigues,-177,140,56.49717514,140.0,2021-06-05,"Las Vegas, Nevada, USA",US,Blue,False,MW,MALE,3,1,0,Orthodox,190.5,190.5,185,1,2,27,29,900.0,Orthodox,185.42,187.96,185,Las Vegas,Nevada
Montana De La Rosa,Ariane Lipski,-114,195,87.71929825,195.0,2021-06-05,"Las Vegas, Nevada, USA",US,Red,False,WFLY,FEMALE,3,3,2,Orthodox,167.64,170.18,125,2,4,26,27,567.0,Orthodox,170.18,172.72,125,Las Vegas,Nevada
Tanner Boser,Ilir Latifi,-200,160,50.0,160.0,2021-06-05,"Las Vegas, Nevada, USA",US,Blue,False,HW,MALE,3,6,7,Orthodox,177.8,185.42,230,2,3,29,37,900.0,Orthodox,187.96,190.5,255,Las Vegas,Nevada
Francisco Trinaldo,Muslim Salikhov,180,-230,180.0,43.47826087,2021-06-05,"Las Vegas, Nevada, USA",US,Blue,False,WW,MALE,3,1,4,Orthodox,180.34,177.8,170,6,16,42,36,900.0,Southpaw,175.26,177.8,155,Las Vegas,Nevada
Makwan Amirkhani,Kamuela Kirk,-230,180,43.47826087,180.0,2021-06-05,"Las Vegas, Nevada, USA",US,Blue,False,FW,MALE,3,1,0,Switch,177.8,190.5,145,3,6,32,27,900.0,Southpaw,177.8,182.88,145,Las Vegas,Nevada
Manon Fiorot,Tabatha Ricci,-165,375,60.60606061,375.0,2021-06-05,"Las Vegas, Nevada, USA",US,Red,False,WFLY,FEMALE,3,0,0,Orthodox,154.94,154.94,125,0,1,31,26,480.0,Orthodox,170.18,165.1,125,Las Vegas,Nevada
Sean Woodson,Youssef Zalal,-200,160,50.0,160.0,2021-06-05,"Las Vegas, Nevada, USA",US,Red,False,FW,MALE,3,2,3,Switch,177.8,182.88,145,1,2,28,24,900.0,Orthodox,187.96,198.12,145,Las Vegas,Nevada
Claudio Puelles,Jordan Leavitt,165,-215,165.0,46.51162791,2021-06-05,"Las Vegas, Nevada, USA",US,Red,False,LW,MALE,3,0,2,Southpaw,175.26,180.34,155,1,2,25,26,900.0,Southpaw,177.8,182.88,155,Las Vegas,Nevada
Rob Font,Cody Garbrandt,-130,110,76.92307692,110.0,2021-05-22,"Las Vegas, Nevada, USA",US,Red,False,BW,MALE,5,3,7,Orthodox,172.72,165.1,135,3,8,33,29,,Orthodox,172.72,180.34,135,Las Vegas,Nevada
Yan Xiaonan,Carla Esparza,-137,117,72.99270073,117.0,2021-05-22,"Las Vegas, Nevada, USA",US,Blue,False,WSW,FEMALE,3,4,8,Orthodox,154.94,160.02,115,0,6,31,33,,Orthodox,165.1,160.02,115,Las Vegas,Nevada
Justin Tafa,Jared Vanderaa,-178,157,56.17977528,157.0,2021-05-22,"Las Vegas, Nevada, USA",US,Blue,False,HW,MALE,3,1,1,Orthodox,193.04,203.2,260,2,1,27,29,,Southpaw,182.88,187.96,264,Las Vegas,Nevada
Felicia Spencer,Norma Dumont,-178,157,56.17977528,157.0,2021-05-22,"Las Vegas, Nevada, USA",US,Blue,False,WFW,FEMALE,3,1,1,Orthodox,170.18,170.18,145,2,2,30,30,,Orthodox,167.64,172.72,145,Las Vegas,Nevada
Ricardo Ramos,Bill Algeo,125,-145,125.0,68.96551724,2021-05-22,"Las Vegas, Nevada, USA",US,Red,False,FW,MALE,3,2,1,Switch,182.88,185.42,145,2,5,25,31,,Orthodox,175.26,182.88,145,Las Vegas,Nevada
Jack Hermansson,Edmen Shahbazyan,-132,112,75.75757576,112.0,2021-05-22,"Las Vegas, Nevada, USA",US,Red,False,MW,MALE,3,1,5,Orthodox,187.96,187.96,185,4,8,32,23,,Orthodox,185.42,195.58,185,Las Vegas,Nevada
Ben Rothwell,Chris Barnett,-345,285,28.98550725,285.0,2021-05-22,"Las Vegas, Nevada, USA",US,Red,False,HW,MALE,3,0,0,Orthodox,175.26,190.5,265,8,15,39,34,,Orthodox,193.04,198.12,265,Las Vegas,Nevada
Court McGee,Claudio Silva,105,-125,105.0,80.0,2021-05-22,"Las Vegas, Nevada, USA",US,Red,False,WW,MALE,3,1,5,Southpaw,180.34,180.34,170,9,8,36,38,,Orthodox,180.34,190.5,170,Las Vegas,Nevada
Bruno Silva,Victor Rodriguez,-355,295,28.16901408,295.0,2021-05-22,"Las Vegas, Nevada, USA",US,Red,False,FLY,MALE,3,1,0,Switch,165.1,170.18,125,2,1,31,28,,Orthodox,162.56,165.1,125,Las Vegas,Nevada
Josh Culibao,Shayilan Nuerdanbieke,-235,195,42.55319149,195.0,2021-05-22,"Las Vegas, Nevada, USA",US,Red,False,FW,MALE,3,0,0,Orthodox,172.72,175.26,145,1,0,26,27,,Orthodox,177.8,185.42,145,Las Vegas,Nevada
Rafael Alves,Damir Ismagulov,400,-500,400.0,20.0,2021-05-22,"Las Vegas, Nevada, USA",US,Blue,False,LW,MALE,3,0,3,Orthodox,177.8,187.96,155,0,1,30,30,,Orthodox,172.72,172.72,155,Las Vegas,Nevada
Charles Oliveira,Michael Chandler,-130,110,76.92307692,110.0,2021-05-15,"Houston, Texas, USA",US,Red,True,LW,MALE,5,0,3,Orthodox,172.72,180.34,155,8,18,31,35,,Orthodox,177.8,187.96,155,Houston,Texas
Tony Ferguson,Beneil Dariush,127,-147,127.0,68.02721088,2021-05-15,"Houston, Texas, USA",US,Blue,False,LW,MALE,3,4,14,Southpaw,177.8,182.88,155,3,15,37,32,,Orthodox,180.34,193.04,155,Houston,Texas
Matt Schnell,Rogerio Bontorin,-165,145,60.60606061,145.0,2021-05-15,"Houston, Texas, USA",US,Blue,False,BW,MALE,3,2,3,Orthodox,165.1,170.18,125,3,5,31,29,,Orthodox,172.72,177.8,125,Houston,Texas
Katlyn Chookagian,Viviane Araujo,-127,107,78.74015748,107.0,2021-05-15,"Houston, Texas, USA",US,Red,False,WFLY,FEMALE,3,1,4,Orthodox,162.56,172.72,125,4,8,32,34,,Orthodox,175.26,172.72,125,Houston,Texas
Shane Burgos,Edson Barboza,-147,127,68.02721088,127.0,2021-05-15,"Houston, Texas, USA",US,Blue,False,FW,MALE,3,9,15,Orthodox,180.34,190.5,145,2,6,30,35,,Orthodox,180.34,190.5,145,Houston,Texas
Jacare Souza,Andre Muniz,-117,-103,85.47008547,97.08737864,2021-05-15,"Houston, Texas, USA",US,Blue,False,MW,MALE,3,0,4,Southpaw,185.42,198.12,185,8,19,41,31,,Orthodox,185.42,182.88,185,Houston,Texas
Lando Vannata,Mike Grundy,105,-125,105.0,80.0,2021-05-15,"Houston, Texas, USA",US,Red,False,FW,MALE,3,1,1,Orthodox,170.18,182.88,145,5,3,29,34,,Orthodox,175.26,180.34,155,Houston,Texas
Jordan Wright,Jamie Pickett,-108,-112,92.59259259,89.28571429,2021-05-15,"Houston, Texas, USA",US,Red,False,MW,MALE,3,3,1,Orthodox,187.96,203.2,185,1,1,29,32,,Orthodox,187.96,195.58,205,Houston,Texas
Andrea Lee,Antonina Shevchenko,100,-120,100.0,83.33333333,2021-05-15,"Houston, Texas, USA",US,Red,False,WFLY,FEMALE,3,2,4,Southpaw,172.72,170.18,125,3,3,32,36,,Orthodox,167.64,175.26,125,Houston,Texas
Gina Mazany,Priscila Cachoeira,-235,195,42.55319149,195.0,2021-05-15,"Houston, Texas, USA",US,Blue,False,WFLY,FEMALE,3,3,1,Orthodox,170.18,165.1,135,4,2,32,32,,Southpaw,167.64,172.72,125,Houston,Texas
Kevin Aguilar,Tucker Lutz,120,-140,120.0,71.42857143,2021-05-15,"Houston, Texas, USA",US,Blue,False,FW,MALE,3,0,2,Orthodox,172.72,182.88,155,3,3,32,26,,Orthodox,170.18,185.42,155,Houston,Texas
Christos Giagos,Sean Soriano,-225,185,44.44444444,185.0,2021-05-15,"Houston, Texas, USA",US,Red,False,LW,MALE,3,3,0,Orthodox,175.26,177.8,155,4,4,31,31,,Orthodox,177.8,180.34,155,Houston,Texas
Marina Rodriguez,Michelle Waterson,-235,195,42.55319149,195.0,2021-05-08,"Las Vegas, Nevada, USA",US,Red,False,WFLY,FEMALE,5,4,8,Orthodox,160.02,157.48,115,1,4,34,35,,Orthodox,167.64,165.1,115,Las Vegas,Nevada
Donald Cerrone,Alex Morono,-150,130,66.66666667,130.0,2021-05-08,"Las Vegas, Nevada, USA",US,Blue,False,WW,MALE,3,4,7,Orthodox,180.34,182.88,170,15,29,38,30,,Orthodox,185.42,185.42,170,Las Vegas,Nevada
Neil Magny,Geoff Neal,155,-200,155.0,50.0,2021-05-08,"Las Vegas, Nevada, USA",US,Red,False,WW,MALE,3,1,6,Southpaw,180.34,190.5,170,7,17,33,30,,Orthodox,190.5,203.2,170,Las Vegas,Nevada
Maurice Greene,Marcos Rogerio de Lima,157,-177,157.0,56.49717514,2021-05-08,"Las Vegas, Nevada, USA",US,Blue,False,HW,MALE,3,6,6,Orthodox,185.42,190.5,253,3,4,34,35,,Orthodox,200.66,203.2,258,Las Vegas,Nevada
Diego Ferreira,Gregor Gillespie,122,-142,122.0,70.42253521,2021-05-08,"Las Vegas, Nevada, USA",US,Blue,False,LW,MALE,3,1,6,Orthodox,170.18,180.34,155,3,8,36,34,,Orthodox,175.26,187.96,155,Las Vegas,Nevada
Phil Hawes,Kyle Daukaus,132,-152,132.0,65.78947368,2021-05-08,"Las Vegas, Nevada, USA",US,Red,False,MW,MALE,3,1,2,Southpaw,190.5,193.04,185,1,3,32,28,,Orthodox,182.88,195.58,185,Las Vegas,Nevada
Ludovit Klein,Michael Trizano,-250,210,40.0,210.0,2021-05-08,"Las Vegas, Nevada, USA",US,Blue,False,FW,MALE,3,1,2,Orthodox,180.34,180.34,145,0,1,26,29,,Southpaw,170.18,182.88,145,Las Vegas,Nevada
Junyong Park,Tafon Nchukwi,135,-155,135.0,64.51612903,2021-05-08,"Las Vegas, Nevada, USA",US,Red,False,MW,MALE,3,0,2,Orthodox,182.88,195.58,205,1,2,30,26,,Orthodox,177.8,185.42,185,Las Vegas,Nevada
Christian Aguilera,Carlston Harris,175,-210,175.0,47.61904762,2021-05-08,"Las Vegas, Nevada, USA",US,Blue,False,WW,MALE,3,0,0,Orthodox,182.88,193.04,170,1,1,29,33,,Switch,175.26,182.88,170,Las Vegas,Nevada
Dominick Reyes,Jiri Prochazka,-120,100,83.33333333,100.0,2021-05-01,"Las Vegas, Nevada, USA",US,Blue,False,LHW,MALE,5,0,1,Orthodox,190.5,203.2,205,2,6,31,28,,Southpaw,193.04,195.58,205,Las Vegas,Nevada
Giga Chikadze,Cub Swanson,-220,180,45.45454545,180.0,2021-05-01,"Las Vegas, Nevada, USA",US,Red,False,FW,MALE,3,10,17,Orthodox,172.72,177.8,145,1,5,32,37,,Orthodox,182.88,187.96,145,Las Vegas,Nevada
Sean Strickland,Krzysztof Jotko,-245,205,40.81632653,205.0,2021-05-01,"Las Vegas, Nevada, USA",US,Red,False,MW,MALE,3,4,9,Southpaw,185.42,195.58,185,3,9,30,31,,Orthodox,185.42,193.04,185,Las Vegas,Nevada
